"","X","track_id","artists","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
"86",16256,"1kl9shHWQQdpPFV3w8e7ZQ","Robert Schumann;Pavel Nersessian","Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 5, Eusebius (Live in Japan, 2022)",0,95840,"False",0.369,0.0283,5,-32.145,0,0.0369,0.995,0.869,0.144,0.0644,109.738,5,"classical"
"87",16259,"6Jmw670ScZOp4hNJRDvnCA","Robert Schumann;Pavel Nersessian","Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 11, Chiarina (Live in Japan, 2022)",0,71413,"False",0.482,0.0749,0,-25.391,0,0.0426,0.994,0.836,0.118,0.2,70.276,3,"classical"
"88",16262,"1cajhsC119AClaQxkqHDJx","Edvard Grieg;Nelson Freire","Relajación y siestas","Lyric Pieces Book IX, Op. 68: 5. At the Cradle",0,142253,"False",0.355,0.0168,4,-30.47,1,0.0436,0.994,0.918,0.109,0.11,65.877,4,"classical"
"89",16265,"673Cv1wGcW2G6dYqmkzzTa","Edvard Grieg;Una Bourne","Mozart, Liszt & Others: Piano Works","Lyric Pieces III, Op. 43 (Excerpts): No. 1, Sommerfugl",0,75693,"False",0.29,0.219,11,-22.958,0,0.0362,0.96,0.612,0.514,0.635,139.681,4,"classical"
"90",16268,"0MjQ2EzoQPttOEOgkSaayc","Robert Schumann;Pavel Nersessian","Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 1, Préambule (Live in Japan, 2022)",0,149066,"False",0.476,0.186,8,-18.485,1,0.0487,0.994,0.781,0.116,0.246,130.197,3,"classical"
"91",16271,"4oE62AqzUuiwV09HGxiMlu","Edvard Grieg;Una Bourne","Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 6, Norsk",0,42306,"False",0.345,0.236,2,-21.922,1,0.0401,0.989,0.952,0.228,0.38,135.677,4,"classical"
"92",16274,"26Dme5GkC1yX4P2QU9V6Sk","Sergei Rachmaninoff;Talistrio","Casella, Rachmaninoff & Yamada: Chamber Works","Trio élégiaque No. 2 in D Minor, Op. 9: I. Moderato - Allegro vivace",0,1371693,"False",0.175,0.0869,2,-20.248,0,0.0427,0.955,0.251,0.0783,0.0345,78.113,4,"classical"
"93",16277,"1pxnrGFj1ZqwlNNm4aJkfb","Robert Schumann;Pavel Nersessian","Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 10, Lettres dansantes (Live in Japan, 2022)",0,51680,"False",0.482,0.198,3,-23.52,1,0.0561,0.995,0.808,0.152,0.755,153.773,1,"classical"
"94",16280,"6XLck8tffACktQduEhXOSt","Robert Schumann;Pavel Nersessian","Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 19, Promenade (Live in Japan, 2022)",0,112040,"False",0.445,0.0316,1,-24.615,1,0.0531,0.994,0.891,0.13,0.13,67.165,3,"classical"
"95",16283,"67tcScipVkQSLBb3g3MddI","Robert Schumann;Pavel Nersessian","Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: III. Scherzino (Live in Japan, 2022)",0,131573,"False",0.506,0.0851,10,-21.881,1,0.0525,0.995,0.872,0.13,0.128,123.424,4,"classical"
"96",16286,"6m3hSSDwLUUsXEf6aPtH1m","Edvard Grieg;Una Bourne","Mozart, Liszt & Others: Piano Works","Lyric Pieces VIII, Op. 65: No. 6, Bryllupsdag på Troldhaugen",0,255933,"False",0.331,0.23,2,-21.548,1,0.0356,0.978,0.88,0.359,0.189,82.51,3,"classical"
"97",16289,"5I0lKSs4JGYWO4F5Xe3BrY","George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir","Classical Christmas 2022","Messiah, HWV 56 / Pt. 1: 12. ""For unto us a Child is born""",0,246426,"False",0.451,0.17,6,-20.091,1,0.0349,0.959,0.0423,0.106,0.534,101.571,4,"classical"
"98",16292,"5viwzFJxwRE1OEUR7G6hiD","Robert Schumann;Pavel Nersessian","Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 13, Estrella (Live in Japan, 2022)",0,23506,"False",0.379,0.237,5,-18.265,1,0.047,0.993,0.887,0.144,0.477,116.093,4,"classical"
"99",16295,"6jKpXbQ5PxenIvYXp1l7vI","George Frideric Handel;Boston Pops Orchestra;Arthur Fiedler","Weihnachten Klassik 2022","Messiah Hwv 56: Hallelujah (Part 2)",0,246160,"False",0.458,0.314,2,-11.769,1,0.0263,0.913,0.968,0.15,0.382,99.377,4,"classical"
"100",16298,"3F5DccNp39Waj4QjZBUPGO","George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir","Weihnachten Klassik 2022","Messiah, HWV 56 / Pt. 2: XLII. ""Hallelujah""",0,240760,"False",0.434,0.262,1,-12.874,1,0.0286,0.959,0.6,0.141,0.256,103.015,4,"classical"
"101",16301,"6N6ESDWoc9yeF8CvKWKxYg","Bombay Jayashri;Swetha Raj","Baahubali - The Beginning","Swapn Sunehere",39,100793,"False",0.268,0.108,2,-12.058,0,0.0353,0.983,0,0.115,0.331,82.176,4,"classical"
"102",16304,"7M7iBPqs90p3qLUzsHgAIr","Vedavathi Prabhakar;CHAYA DEVI","Laali Thaali","Godakunna Thelunu Chusi",40,60481,"False",0.351,0.481,11,-2.719,1,0.0485,0.697,0,0.327,0.777,199.258,4,"classical"
"103",16307,"4piMfKVoPcY06x4hTLf9Pl","Rahul Deshpande","Katyar Kaljat Ghusli (Original Motion Picture Soundtrack)","Dil Ki Tapish",38,157238,"False",0.576,0.671,2,-7.691,1,0.0623,0.537,0,0.158,0.474,116.122,4,"classical"
"104",16310,"6mVZ46TZ8S4XLknpAXUfhI","M. S. Subbulakshmi","Anubhti - The 'MS' Experience","Pibare Ramarasam - Yamunakalyani - Adi",40,187480,"False",0.469,0.477,11,-9.399,1,0.0401,0.995,0.89,0.41,0.6,84.425,4,"classical"
"105",16313,"11w2cnCs2CxSKLwHbrF685","Bhimsen Joshi","Solid Gold - Pandit Bhimsen Joshi","Majhe Mahar Pandhari - Abhang 1977",37,418266,"False",0.475,0.503,1,-10.5,1,0.0365,0.823,0,0.523,0.675,111.938,4,"classical"
"106",16316,"0lbfaNyOoWg9hyRCUm02MR","Nithyasree Mahadevan","Om Nama Shivaya - Single","Om Nama Shivaya",39,437002,"False",0.253,0.21,5,-10.948,1,0.0373,0.947,7.09e-05,0.348,0.42,123.851,4,"classical"
"107",16319,"75TwXjTXXVOYVh0IeHYLVV","Soolamangalam Sisters","Arul Isai Thendral - Sulamangalam Sisters","Azhagellam Murugane",39,189120,"False",0.524,0.636,0,-7.238,0,0.034,0.782,0.0535,0.0662,0.827,153.114,4,"classical"
"108",16322,"0dEKzVr89cnGpcucuLkB4i","Fabrizio Paterlini;Johannes Bornlöf","Refreshing Piano","Soffia la notte",0,220956,"False",0.225,0.117,4,-24.971,0,0.0488,0.968,0.867,0.103,0.275,160.017,3,"classical"
"109",16325,"0oVB9LuiNmXn4hA8ShZU9B","Jóhann Jóhannsson","Happy Haunted Halloween Tunes","First Encounter - From ""Arrival"" Soundtrack",0,289548,"False",0.186,0.00432,7,-20.811,1,0.0366,0.926,0.963,0.0952,0.0286,57.23,4,"classical"
"110",16328,"14DLzsFYQOK3195eshJ3Aw","Philharmonia Orchestra;Charles Dutoit","Happy Haunted Halloween Tunes","Danse macabre, Op. 40",0,422826,"False",0.334,0.187,7,-20.906,0,0.0415,0.884,0.797,0.105,0.0836,112.135,4,"classical"
"111",16331,"4n1vbs5mNQD8YtjzJU9HEU","Franz Liszt;Daniel Barenboim","Relajación y siestas","Liebestraum No. 1 in A Flat Major, S. 541 No. 1: Notturno I: Hohe Liebe",0,454400,"False",0.223,0.0375,1,-25.525,1,0.0441,0.99,0.934,0.102,0.0459,68.486,5,"classical"
"112",16334,"5jqv9Mzo3UC7YpxWkccEKf","Franz Liszt;Nelson Freire","Relajación y siestas","Années de pèlerinage: 1e année: Suisse, S.160: 2. Au lac de Wallenstadt",0,164773,"False",0.29,0.0191,8,-30.885,1,0.035,0.985,0.909,0.0994,0.0622,65.461,3,"classical"
"113",16337,"4zuIE0CW0eQQKQ3IQyIlRK","Gabriel Fauré;Kun-Woo Paik","Relajación y siestas","Trois Romances sans paroles, Op. 17: 3. Andante moderato",0,163462,"False",0.317,0.0056,8,-34.478,1,0.0393,0.991,0.933,0.131,0.127,65.873,4,"classical"
"114",16340,"0Yg3f6Ch8suogGGblasukI","Franz Liszt;Una Bourne","Mozart, Liszt & Others: Piano Works","Paraphrase de concert sur Rigoletto, S. 434 (After Giuseppe Verdi)",0,260133,"False",0.343,0.334,1,-19.391,1,0.04,0.977,0.272,0.343,0.266,130.9,4,"classical"
"115",16343,"1PeeZjiGNzzUUc8epzLtvv","Philip Glass;Víkingur Ólafsson","Classical Running","Glassworks: Opening",0,464453,"False",0.0713,0.00696,3,-39.507,1,0.0405,0.994,0.915,0.071,0.0977,213.848,3,"classical"
"116",16346,"4UjSqTCpBQVahtVONhLFsy","Sergei Rachmaninoff;Marko Stuparevic","Recreation: Russian Piano Sonatas","Piano Sonata No. 2 in B-Flat Minor, Op. 36: II. Non allegro - Lento",0,384149,"False",0.394,0.0578,4,-21.723,0,0.0445,0.995,0.921,0.0835,0.0432,65.106,5,"classical"
"117",16349,"3I6YAtdvo6izQspo623T7X","Leonard Bernstein","Fiesta temática 80s","West Side Story: XIII. Scherzo",0,91066,"False",0.43,0.0341,5,-24.869,1,0.0565,0.81,0.531,0.109,0.158,157.791,5,"classical"
"118",16352,"3jvSnBSApZobpeMwlSFUrF","Manik Varma","Bhaktigeet","Amrutahuni God",38,319373,"False",0.387,0.449,2,-7.792,0,0.0334,0.955,0.000191,0.387,0.533,133.927,4,"classical"
"119",16355,"59m1vY4JuxEkUnhrLcV8mO","M. Balamuralikrishna","Kavikkuyil","Chinna Kannan",36,274226,"False",0.372,0.833,10,-7.073,0,0.11,0.861,0.682,0.295,0.582,128.171,4,"classical"
"120",16358,"5Aip1LXVUdwm0rozu2b5gx","Soolamangalam Sisters","Kandha Sasti Kavasam","Kandha Sasti Kavasam",38,1315200,"False",0.618,0.775,5,-10.07,1,0.0553,0.768,1.14e-06,0.282,0.857,122.178,4,"classical"
"121",16361,"06JLkin2vf8YBGMFKik9Y7","Joep Beving","Classical Christmas","Sinfonia (After Bach, BWV 248)",0,280500,"False",0.485,0.0293,4,-30.251,0,0.031,0.991,0.902,0.0964,0.0423,80.014,3,"classical"
"122",16364,"220KFUVjdcPP0Nw0pUpyeU","Giacomo Puccini;Arioso Quartett Wien","Encores","Crisantemi",0,342893,"False",0.15,0.106,6,-18.592,0,0.0426,0.842,0.835,0.111,0.0553,83.844,1,"classical"
"123",16367,"0Hk2PNJ4Ac4q9g72MSoqi7","Dream Theater","Metal","Under a Glass Moon",0,423240,"False",0.506,0.853,1,-9.989,0,0.0488,5.61e-05,0.097,0.347,0.594,145.691,4,"classical"
"124",16370,"3F10yGruAGAJhxvyd3NDgW","Giuseppe Verdi;Vincenzo Ciliberti","CD 2 LE NOVITÀ","Attila - Santo di patria... Allor che i forti corrono",0,216129,"False",0.149,0.553,10,-6.576,1,0.0412,0.906,0.719,0.637,0.369,178.113,1,"classical"
"125",16373,"1wn8wa2Vbsj5TZfKQN3rbM","Giuseppe Verdi;Vincenzo Ciliberti","CD 2 LE NOVITÀ","Vespri Siciliani - Mercé, dilette amiche",0,214455,"False",0.336,0.485,8,-11.719,1,0.052,0.949,0.937,0.844,0.546,125.921,3,"classical"
"126",16376,"1G5jj2IF9I6V5m9heHq01r","Antonín Dvořák;Wiener Philharmoniker;Herbert von Karajan","Classical Running","Symphony No. 9 In E Minor, Op. 95, B. 178 ""From The New World"": 3. Molto vivace",0,516000,"False",0.319,0.0541,4,-20.544,0,0.0388,0.949,0.537,0.0929,0.1,129.399,3,"classical"
"127",16379,"6YXDfEyxHSr1IPeVImfDuE","Giacomo Puccini;Luciano Pavarotti;Mirella Freni;Berliner Philharmoniker;Herbert von Karajan","Silvia Colloca - Sing Like An Italian","La bohème, SC 67: O soave fanciulla",0,257732,"False",0.212,0.106,7,-20.938,1,0.0433,0.969,0.0376,0.0937,0.0398,83.746,4,"classical"
"128",16382,"3aaoirIsvuAPSO0CEBvaMq","Felix Mendelssohn;Arioso Quartett Wien","Encores","4 Pieces for String Quartet, Op. 81, MWV Sdr 44: No. 3 in E Minor, Capriccio",0,349653,"False",0.458,0.231,4,-16.326,0,0.0376,0.855,0.885,0.075,0.232,146.337,4,"classical"
"129",16385,"4yfFraZrNnh2zJTok5fzq7","Felix Mendelssohn;Christopher Herrick;Simon Preston;The Choir Of Westminster Abbey","Klassische Weihnachtsmusik","""Hark! The Herald Angels Sing""",0,141000,"False",0.158,0.21,7,-16.398,1,0.033,0.953,0.86,0.153,0.193,80.984,4,"classical"
"130",16388,"4mHXmiEElvvB137jsGnzEa","Giacomo Puccini;Luciano Pavarotti;The John Alldis Choir;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta","Silvia Colloca - Sing Like An Italian","Turandot, SC 91: Nessun dorma",0,182158,"False",0.232,0.235,2,-14.975,1,0.0404,0.955,0.00122,0.0896,0.0973,113.492,3,"classical"
"131",16391,"5m7Ca5SkWEL3qPEScXcRw0","Maurice Ravel;Junichi Hirokami;Yukie Nagai;Malmö Symphony Orchestra","Refreshing Piano","Gaspard de la nuit, M. 55: I. Ondine, Lent",0,439000,"False",0.192,0.0227,1,-32.377,1,0.0397,0.989,0.9,0.0778,0.0354,68.257,4,"classical"
"132",16394,"0cwdoL7B7fplkIltOt92Jj","Felix Mendelssohn;Daniel Barenboim","Clásica para los niños de hoy","6 Kinderstücke Op. 72: I. Allegro non troppo, MWV U 171",0,58946,"False",0.373,0.102,7,-24.802,1,0.0525,0.995,0.867,0.196,0.325,152.04,3,"classical"
"133",16397,"5N7EGcJp355QVIUsISLXXX","Maurice Ravel;Duo Synopsis","Ravel, Schuloff, Honegger, Schnittke: 20th Century Masterwork Duos, for Violin and Cello","Sonata for Violin and Cello in C Major, M. 73: I. Allegro",0,308714,"False",0.24,0.0984,9,-19.874,0,0.0503,0.982,0.384,0.0854,0.18,122.741,4,"classical"
"134",16400,"39uLYYZytVUwcjgeYLI409","Joe Hisaishi","FREEDOM PIANO STORIES 4","Merry-Go-Round of Life - from 'Howl's Moving Castle'",68,311106,"False",0.239,0.287,7,-12.565,0,0.0388,0.876,0.644,0.122,0.185,71.608,3,"classical"
"135",16403,"4UsNNKzfrPBp3np4Eiznat","Kumar Gandharva","Dev Deenaghari Dhavala -Drama","Uthi Uthi Gopala",33,388506,"False",0.576,0.274,5,-14.045,1,0.0297,0.953,0.000167,0.267,0.46,93.754,4,"classical"
"136",16406,"2RzXfGR62zUJhHtnczH9Qg","Pandit Jasraj","Shiv Upasana","Shiv Dhun (Shiv Stuti Bhajan)",35,636066,"False",0.504,0.565,2,-9.185,0,0.0516,0.724,0,0.0565,0.528,124.454,4,"classical"
"137",16409,"2UscVwaSo0fbaX5QxVgqH8","Jiří Horák","Hourglass","Hourglass",66,122125,"False",0.431,0.00807,4,-29.783,0,0.0459,0.995,0.932,0.112,0.334,77.745,4,"classical"
"138",16412,"4mEvW4l23nEOW47gGJ0izf","M. S. Subbulakshmi;Radha Viswanathan","Bhaja Govindam And Vishnu Sahasranamam","Kanakadharashtavam - Ms Subbulakshmi",34,524973,"False",0.575,0.326,2,-8.55,1,0.0812,0.971,0,0.38,0.324,125.554,4,"classical"
"139",16415,"6KpO4neDXxGdiEgsivZieY","Ludovico Einaudi;Robert Ziegler;Royal Philharmonic Orchestra","Divenire (Deluxe Edition)","Divenire",58,402240,"False",0.14,0.217,7,-15.304,1,0.0352,0.909,0.855,0.0689,0.078,88.381,4,"classical"
"140",16418,"17i5jLpzndlQhbS4SrTd0B","Johann Sebastian Bach;Yo-Yo Ma","Bach: Cello Suites Nos. 1, 5 & 6","Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",69,152280,"False",0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,4,"classical"
"141",16421,"6MQAB3vorg90FA3tQpbYXK","Ludwig van Beethoven;Nelly Kokinos","Beethoven Greatest Hits","Für Elise, WoO 59",63,188466,"False",0.303,0.108,9,-27.433,0,0.0473,0.994,0.877,0.0805,0.18,126.931,3,"classical"
"142",16424,"4r4kqIofeGj6lms3R5m8Y0","Dmitri Shostakovich;Ares Trio","Babadjanian: Piano Trio - Shostakovich: Piano Trio No. 2","Piano Trio No. 2 in E Minor: III. Largo",1,378378,"False",0.0819,0.0132,0,-25.217,1,0.0494,0.964,0.647,0.12,0.032,82.637,4,"classical"
"143",16427,"6yvAfQ4xM01Sq00DZ54sDl","Dmitri Shostakovich;Ares Trio","Babadjanian: Piano Trio - Shostakovich: Piano Trio No. 2","Piano Trio No. 2 in E Minor: IV. Allegretto – Adagio",2,645210,"False",0.287,0.19,6,-16.959,0,0.0379,0.941,0.369,0.0906,0.177,77.583,4,"classical"
"144",16430,"6wuHMWAjFafFLvDYSO7FDo","Johann Pachelbel;Gregor Simon","Macht hoch die Tür: Organ Music for Advent & Christmas","Nun komm' der Heiden Heiland, P. 386",0,175840,"False",0.0876,0.217,8,-24.314,0,0.0426,0.975,0.909,0.12,0.0778,81.32,4,"classical"
"145",16433,"131JOBPzeOFhqUEh5VCU5m","Sheku Kanneh-Mason;CBSO Cellos","Christmas Dinner","Song of the Birds (Arr. Casals)",0,173908,"False",0.194,0.145,9,-23.039,0,0.0557,0.967,0.717,0.35,0.037,80.3,3,"classical"
"146",16436,"1AiwpQqjhNyaPKJDzff6b6","Sergei Prokofiev;Miriam K. Smith;Sandra Wright Shen","Momentum","Cello Sonata in C Major, Op. 119: I. Andante grave",0,718757,"False",0.287,0.0391,0,-25.598,1,0.044,0.963,0.873,0.105,0.0614,119.842,4,"classical"
"147",16439,"3N9HZDtk850gBsmc1kDxlY","Joseph Haydn;Sigiswald Kuijken;Helmut Wildhaber;Krisztina Laki;Peter Lika;La Petite Bande;The Choir Of The Flanders Opera","October Classical Playlist","Die Jahreszeiten Hob. XXI:3, Pt. 3, Autumn: No. 20, So lohnet die Natur den Fleiß",0,355693,"False",0.364,0.104,7,-21.888,1,0.0424,0.979,4.97e-06,0.0723,0.147,125.517,4,"classical"
"148",16442,"4MxINUCf7UUk828RW3EbES","Joseph Haydn;Sigiswald Kuijken;Helmut Wildhaber;Krisztina Laki;Peter Lika;La Petite Bande;The Choir Of The Flanders Opera","October Classical Playlist","Die Jahreszeiten Hob. XXI:3, Pt. 3, Autumn: No. 19, Was durch seine Blüte der Lenz",0,143213,"False",0.377,0.017,11,-30.852,0,0.0453,0.95,0,0.181,0.211,103.907,4,"classical"
"149",16445,"3pbMHrYR8i2qndIDhwtVBg","Georges Bizet;Francesco Verzillo;Danilo Dellepiane","Chrétien, Cohen, Rousseau, Berlioz, Barthe, Thomas, Demersseman, Verzillo, Bizer: Le trombone romantique dans la France du XIXe siècle","Carmen: ""Habanera""",0,182093,"False",0.572,0.0144,7,-23.133,1,0.0576,0.995,0.969,0.109,0.536,123.784,4,"classical"
"150",16448,"3qgv8j1ftrLbh1oX4BhPyL","Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado","Classical Christmas 2022","Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",0,164000,"False",0.375,0.145,2,-18.732,1,0.0361,0.963,0.889,0.128,0.329,77.903,4,"classical"
"151",16451,"3gFQOMoUwlR6aUZj81gCzu","Joe Hisaishi","Spirited Away Soundtrack","One Summer Day",65,189800,"False",0.41,0.196,0,-15.956,1,0.0383,0.953,0.892,0.0974,0.0622,78.823,4,"classical"
"152",16454,"0CVqHDuz3FXN45aTLzcpq8","Malladi Brothers","Vaggeya Vaibhavam","Tillana - Kamas - Adi",35,219320,"False",0.464,0.663,5,-6.284,1,0.141,0.857,0.000272,0.387,0.782,85.901,4,"classical"
"153",16457,"1ueLVisAesNyuHu7Q9SfsU","Prasad Sawkar","Sant Gora Kumbhar","Uth Pandharichya Raaja",33,177800,"False",0.434,0.265,5,-18.025,0,0.058,0.995,0.87,0.218,0.607,131.532,4,"classical"
"154",16460,"0Dkibk70FDp6t7eOZNemNQ","Ludovico Einaudi","Una Mattina","Una Mattina",70,203800,"False",0.231,0.0297,2,-31.544,1,0.0579,0.991,0.878,0.0742,0.07,131.413,4,"classical"
"155",16463,"788NiPLacwrZV6uAMC64b8","Bhimsen Joshi","Abhanga Vani","Dyaniyancha Raja Guru Maharav",33,377933,"False",0.25,0.29,2,-16.253,1,0.0333,0.885,0,0.0653,0.452,75.157,4,"classical"
"156",16466,"4FCU1TwsmITjvoVO26Lyae","Sangeetha Katti","Nagamandala (Original Motion Picture Soundtrack)","Ee Hasiru Siriyali",34,308378,"False",0.708,0.608,6,-4.667,1,0.0267,0.854,0.000881,0.346,0.549,135.046,4,"classical"
"157",16469,"2eB7JqIY4hTTSz31h6bjwR","DragonForce","Inhuman Rampage","Through The Fire And Flames",67,439120,"False",0.153,0.953,0,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,4,"classical"
"158",16472,"2Gnxng7ZoZIk3OdU6S0TTY","Soolamangalam Sisters","Arul Isai Thendral - Sulamangalam Sisters","Thirupparang Kundrathil",33,197666,"False",0.577,0.563,11,-9.107,1,0.0319,0.863,0.0186,0.19,0.785,147.562,3,"classical"
"159",16475,"10d4n3B7NOZxxPs2uEBIDE","The English Concert;Trevor Pinnock","Happy Christmas Instrumentals","Noëls sur les instruments, H 531, 534: 1. Vous qui désirez sans fin",0,130306,"False",0.366,0.0467,9,-20.623,1,0.0375,0.927,8.87e-05,0.194,0.35,81.945,3,"classical"
"160",16478,"5pl3wsilqIY02ZmrjMNkYy","Dustin O'Halloran;Bryan Senti","Weihnachten Klassik 2022","What Gently Flutters",0,128048,"False",0.302,0.096,2,-28.927,0,0.0309,0.972,0.903,0.098,0.382,94.275,4,"classical"
"161",16481,"3mKEXsnqhX5Z0swcZvIhpH","Dustin O'Halloran;Bryan Senti","Klassische Weihnachtsmusik","What Gently Flutters",0,128048,"False",0.302,0.096,2,-28.927,0,0.0309,0.972,0.903,0.098,0.382,94.275,4,"classical"
"162",16484,"21Uc581RZlBXEpX9vQcLUR","Arcangelo Corelli;Cet étrange éclat","Sfumato","Sonate, Op. 5: IV. (Allegro)",1,71733,"False",0.173,0.0296,1,-28.601,0,0.045,0.828,0.793,0.109,0.102,120.805,3,"classical"
"163",16487,"6IzCMc8FsDHN8TUXKR2dIt","Edward Elgar;Arioso Quartett Wien","Encores","Variations on an Original Theme, Op. 36 ""Enigma"": Var. 9, Adagio ""Nimrod"" (Arr. J. Meisl for String Quartet)",0,226626,"False",0.113,0.151,3,-16.28,1,0.0418,0.627,0.857,0.112,0.0365,83.543,4,"classical"
"164",16490,"0q70RaQv1UpQjxINie2CQa","Edward Elgar;Royal Philharmonic Orchestra;Carl Davis","Celebrating Lord Nelson","Enigma Variations, Op. 36: IX. Nimrod",0,238666,"False",0.0813,0.0533,3,-23.481,1,0.0417,0.886,0.844,0.0913,0.0356,83.586,5,"classical"
"165",16493,"1L8z4uYSKK8BC8fiMmyoWz","Edward Elgar;Royal Philharmonic Orchestra;Carl Davis","Celebrating Lord Nelson","Military Marches, Op. 39 ""Pomp and Circumstance"": No. IV in G Major - 2013 Remaster",0,303020,"False",0.332,0.491,0,-11.546,1,0.0437,0.899,0.938,0.25,0.41,109.06,4,"classical"
"166",16496,"4ZFvrw7KqGBjcjaQFrGm8g","Arcangelo Corelli;The English Concert;Trevor Pinnock","Weihnachten Klassik 2022","Concerto grosso in G Minor, Op. 6, No. 8, ""Fatto per la Notte di Natale"": III. Adagio - Allegro - Adagio",0,198333,"False",0.192,0.091,2,-21.512,1,0.0443,0.925,0.73,0.119,0.129,113.15,4,"classical"
"167",16499,"3SwCnUQ9Rn3kpjSLglTPW8","Arcangelo Corelli;Thomas Brandis;Emil Maas;Ottomar Borwitzky;Waldemar Döling;Wolfgang Meyer;Berliner Philharmoniker;Herbert von Karajan","Klassische Weihnachtsmusik","Concerto grosso In G Minor, Op. 6, No. 8, MC 6.8 ""Fatto per la Notte di Natale"": 5. Pastorale (Largo)",0,307600,"False",0.147,0.117,7,-21.873,1,0.0412,0.868,0.732,0.346,0.0713,90.476,4,"classical"
"168",16502,"0P8b1QdfjdPL3VShB8VtNL","Gundecha Brothers","Durga Shakti","Durga Kavach",32,832444,"False",0.596,0.489,1,-7.876,1,0.053,0.403,0,0.219,0.276,147.977,4,"classical"
"169",16505,"18RagF4mZ36dUdkyhVWWRE","Lalgudi G. Jayaraman","Pada Varnams","Innam En Manam - Charukesi - Adi",35,483040,"False",0.663,0.484,7,-7.175,1,0.068,0.776,0,0.135,0.764,125.288,4,"classical"
"170",16508,"7bJ6xGa3RG2dQgNiK10uAv","Jóhann Jóhannsson","The Theory of Everything (Original Motion Picture Soundtrack)","Chalkboard",62,65040,"False",0.432,0.109,9,-15.925,0,0.0368,0.889,0.772,0.0939,0.0797,92.682,4,"classical"
"171",16511,"4xZqbPztwDXPgrezWPLM23","Parveen Sultana;R. D. Burman","Kudrat","Humen Tumse Pyar Kitna",31,293040,"False",0.427,0.336,9,-12.126,0,0.0356,0.983,0.0774,0.214,0.506,109.602,4,"classical"
"172",16514,"6t2ABsye8rehzmu3hEle94","Bombay Sisters","Popular Annamacharya Krithis - Bombay Sisters","Sreeman Narayana",33,266584,"False",0.507,0.587,1,-11.814,1,0.146,0.798,4.48e-06,0.236,0.577,156.987,1,"classical"
"173",16517,"28TQwZIFU4z0G9IATfZhvI","Mambalam Sisters","Kanakadhara Stotram - Lalitha Pancharathnam - Stotrams And Ashtakams","Sri Lakshmi Ashtakam",33,223660,"False",0.447,0.31,7,-9.668,1,0.039,0.949,0,0.141,0.288,123.113,3,"classical"
"174",16520,"3xr8COed4nPPn6XWZ0iCGr","Yiruma","The Best - Reminiscent 10th Anniversary","River Flows in You",64,218293,"False",0.287,0.292,9,-19.285,1,0.0541,0.968,0.978,0.09,0.346,145.703,4,"classical"
"175",16523,"5fdp9rXfEixCGLM1Og4EN1","Erik Satie;Alena Cherny","Gnossienne No. 1","Gnossienne No. 1",66,296480,"False",0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,4,"classical"
